state,submission_year,submission_month,new_case,new_death,population,pnew_case,pnew_death
AR,2020,3,560.0,8.0,3011524,0.00018595236166140465,2.656462309448638e-06
AR,2020,4,2695.0,53.0,3011524,0.0008948957404955099,1.7599062800097227e-05
AR,2020,5,3998.0,72.0,3011524,0.001327567039146957,2.390816078503774e-05
AR,2020,6,13524.0,137.0,3011524,0.004490749534122923,4.5491917049307926e-05
AR,2020,7,21734.0,183.0,3011524,0.007216943979194587,6.0766575328637596e-05
AR,2020,8,18713.0,344.0,3011524,0.006213797399589045,0.00011422787930629144
AR,2020,9,22473.0,572.0,3011524,0.007462334685029905,0.00018993705512557763
AR,2020,10,28493.0,556.0,3011524,0.009461322572890006,0.00018462413050668035
AR,2020,11,45169.0,577.0,3011524,0.014998718256935691,0.00019159734406898302
AR,2020,12,67779.0,1174.0,3011524,0.022506544859014904,0.00038983584391158764
AR,2021,1,70130.0,1192.0,3011524,0.023287212720204124,0.00039581288410784704
AR,2021,2,27147.0,375.0,3011524,0.009014372789325271,0.0001245216707554049
AR,2021,3,7983.0,383.0,3011524,0.00265081732704106,0.00012717813306485355
AR,2021,4,5327.0,113.0,3011524,0.0017688718403041119,3.752253012096201e-05
AR,2021,5,5656.0,94.0,3011524,0.001878118852780187,3.121343213602149e-05
AR,2021,6,8004.0,76.0,3011524,0.002657790540603362,2.5236391939762062e-05
AR,2021,7,37067.0,232.0,3011524,0.012308386053041583,7.70374069740105e-05
AR,2021,8,66439.0,793.0,3011524,0.02206158742218226,0.0002633218264240962
AR,2021,9,43186.0,757.0,3011524,0.01434024766198111,0.00025136774603157734
AR,2021,10,17138.0,405.0,3011524,0.005690806382416345,0.0001344834044158373
AR,2021,11,15623.0,291.0,3011524,0.0051877388325645086,9.662881650619421e-05
AR,2021,12,10645.0,213.0,3011524,0.003534755160510094,7.072830898906998e-05
AZ,2020,1,1.0,0.0,7151502,1.3983076562098423e-07,0.0
AZ,2020,2,0.0,0.0,7151502,0.0,0.0
AZ,2020,3,1288.0,24.0,7151502,0.0001801020261198277,3.3559383749036215e-06
AZ,2020,4,6359.0,296.0,7151502,0.0008891838385838387,4.138990662381133e-05
AZ,2020,5,12288.0,586.0,7151502,0.0017182404479506542,8.194082865389677e-05
AZ,2020,6,59300.0,726.0,7151502,0.008291964401324365,0.00010151713584083455
AZ,2020,7,94826.0,2062.0,7151502,0.01325959218077545,0.00028833103871046947
AZ,2020,8,27856.0,1335.0,7151502,0.003895125807138137,0.00018667407210401396
AZ,2020,9,16702.0,621.0,7151502,0.0023354534474016786,8.683490545063121e-05
AZ,2020,10,27495.0,329.0,7151502,0.0038446469007489617,4.6004321889303815e-05
AZ,2020,11,80961.0,660.0,7151502,0.011320838615440504,9.22883053098496e-05
AZ,2020,12,193483.0,2225.0,7151502,0.027054876024644892,0.00031112345350668995
AZ,2021,1,238290.0,4256.0,7151502,0.03332027313982433,0.0005951197384829089
AZ,2021,2,58558.0,2860.0,7151502,0.008188209973233595,0.0003999159896760149
AZ,2021,3,25029.0,987.0,7151502,0.0034998242327276144,0.00013801296566791143
AZ,2021,4,20061.0,357.0,7151502,0.0028051449891225645,4.9919583326691374e-05
AZ,2021,5,18953.0,304.0,7151502,0.0026502125008145143,4.250855274877921e-05
AZ,2021,6,13425.0,308.0,7151502,0.0018772280284617133,4.3067875811263145e-05
AZ,2021,7,32360.0,310.0,7151502,0.00452492357549505,4.334753734250511e-05
AZ,2021,8,84688.0,540.0,7151502,0.011841987878909914,7.550861343533149e-05
AZ,2021,9,81660.0,1198.0,7151502,0.011418580320609573,0.00016751725721393911
AZ,2021,10,75317.0,1170.0,7151502,0.01053163377427567,0.00016360199577655156
AZ,2021,11,100880.0,1153.0,7151502,0.01410612763584489,0.00016122487276099484
AZ,2021,12,50968.0,936.0,7151502,0.0071268944621703245,0.00013088159662124124
CA,2020,1,0.0,0.0,39538223,0.0,0.0
CA,2020,2,34.0,0.0,39538223,8.599273669937063e-07,0.0
CA,2020,3,6898.0,150.0,39538223,0.0001744640875741937,3.793797207325175e-06
CA,2020,4,41985.0,1740.0,39538223,0.0010618838383303164,4.400804760497203e-05
CA,2020,5,61666.0,2153.0,39538223,0.0015596553239127615,5.4453635915807346e-05
CA,2020,6,112334.0,1834.0,39538223,0.002841149436584441,4.6385493854895804e-05
CA,2020,7,270671.0,3062.0,39538223,0.0068458058926927495,7.74440469921979e-05
CA,2020,8,210497.0,3818.0,39538223,0.005323886205002183,9.656478491711678e-05
CA,2020,9,106540.0,2900.0,39538223,0.002694607696456161,7.334674600828672e-05
CA,2020,10,111380.0,1948.0,39538223,0.0028170208863458534,4.926877973246294e-05
CA,2020,11,290963.0,1615.0,39538223,0.007359030778899699,4.084654993220105e-05
CA,2020,12,1018584.0,6154.0,39538223,0.02576200756417404,0.00015564685342586083
CA,2021,1,1011796.0,14539.0,39538223,0.025590325594551884,0.00036772011731533814
CA,2021,2,232214.0,11881.0,39538223,0.005873152164678721,0.000300494030801536
CA,2021,3,92864.0,6142.0,39538223,0.0023487145590736338,0.00015534334964927482
CA,2021,4,69706.0,2531.0,39538223,0.001763002854225391,6.401400487826679e-05
CA,2021,5,46900.0,1544.0,39538223,0.0011861939268236713,3.9050819254067134e-05
CA,2021,6,25422.0,1012.0,39538223,0.0006429727506974707,2.5595485158753847e-05
CA,2021,7,138616.0,912.0,39538223,0.0035058732912705763,2.3066287020537063e-05
CA,2021,8,401722.0,1352.0,39538223,0.010160345344807226,3.419475882869091e-05
CA,2021,9,291469.0,3383.0,39538223,0.0073718285214790765,8.556277301587378e-05
CA,2021,10,172876.0,2849.0,39538223,0.004372376573423646,7.205685495779616e-05
CA,2021,11,170254.0,2193.0,39538223,0.0043060609982396025,5.5465315171094055e-05
CA,2021,12,94978.0,992.0,39538223,0.0024021818077155366,2.508964553111049e-05
CO,2020,1,0.0,0.0,5773714,0.0,0.0
CO,2020,2,0.0,0.0,5773714,0.0,0.0
CO,2020,3,2937.0,69.0,5773714,0.0005086847045073587,1.1950713180458887e-05
CO,2020,4,12900.0,708.0,5773714,0.0022342637685205747,0.00012262470915601293
CO,2020,5,10924.0,668.0,5773714,0.0018920230548309114,0.00011569675948618168
CO,2020,6,6416.0,245.0,5773714,0.0011112431270409308,4.243369172771634e-05
CO,2020,7,14610.0,148.0,5773714,0.00253043361690586,2.5633413778375584e-05
CO,2020,8,10638.0,107.0,5773714,0.001842488214691618,1.8532265366798564e-05
CO,2020,9,13742.0,106.0,5773714,0.002380097109070522,1.8359066625052783e-05
CO,2020,10,38758.0,234.0,5773714,0.006712836832582979,4.052850556851274e-05
CO,2020,11,135529.0,752.0,5773714,0.02347345227006395,0.0001302454537928273
CO,2020,12,100744.0,1777.0,5773714,0.01744873403843696,0.0003077741640822528
CO,2021,1,59309.0,780.0,5773714,0.010272244174200524,0.00013509501856170914
CO,2021,2,31561.0,357.0,5773714,0.005466325488238593,6.183195080324381e-05
CO,2021,3,32085.0,156.0,5773714,0.0055570816289133825,2.7019003712341832e-05
CO,2021,4,48533.0,188.0,5773714,0.008405854533147988,3.256136344820682e-05
CO,2021,5,30505.0,285.0,5773714,0.005283427616955048,4.936164139754757e-05
CO,2021,6,11133.0,214.0,5773714,0.0019282215918557796,3.706453073359713e-05
CO,2021,7,16893.0,154.0,5773714,0.002925846344311478,2.667260622885027e-05
CO,2021,8,40653.0,194.0,5773714,0.0070410484481912335,3.360055589868151e-05
CO,2021,9,50798.0,401.0,5773714,0.008798149683202182,6.945269544005817e-05
CO,2021,10,68364.0,643.0,5773714,0.01184055878070857,0.00011136679094253716
CO,2021,11,88976.0,1007.0,5773714,0.015410531245572607,0.00017441113293800142
CO,2021,12,30567.0,547.0,5773714,0.005294165938943287,9.473971173494218e-05
CT,2020,1,0.0,0.0,3605944,0.0,0.0
CT,2020,2,0.0,0.0,3605944,0.0,0.0
CT,2020,3,3128.0,69.0,3605944,0.000867456621622521,1.9135072535790907e-05
CT,2020,4,24572.0,2188.0,3605944,0.006814304381876146,0.0006067759233088478
CT,2020,5,14501.0,1687.0,3605944,0.004021415751326144,0.0004678386575054965
CT,2020,6,4313.0,378.0,3605944,0.001196080693432843,0.0001048269191091154
CT,2020,7,3296.0,110.0,3605944,0.0009140463634487946,3.0505188100536225e-05
CT,2020,8,3069.0,33.0,3605944,0.0008510947480049606,9.151556430160868e-06
CT,2020,9,4671.0,43.0,3605944,0.0012953612147054974,1.1924755348391434e-05
CT,2020,10,13657.0,108.0,3605944,0.003787357762627484,2.995054831689011e-05
CT,2020,11,46088.0,404.0,3605944,0.012781119174341032,0.00011203723629651486
CT,2020,12,68413.0,975.0,3605944,0.01897228575929077,0.0002703868945274802
CT,2021,1,64315.0,1051.0,3605944,0.017835828842599884,0.0002914632063060325
CT,2021,2,29923.0,576.0,3605944,0.008298243123021323,0.0001597362576900806
CT,2021,3,30942.0,264.0,3605944,0.008580832092789018,7.321245144128694e-05
CT,2021,4,28345.0,211.0,3605944,0.007860632333724539,5.8514497174664945e-05
CT,2021,5,8273.0,141.0,3605944,0.0022942674650521474,3.910210474705098e-05
CT,2021,6,1846.0,40.0,3605944,0.0005119325203053625,1.1092795672922263e-05
CT,2021,7,5397.0,15.0,3605944,0.0014966954561690365,4.159798377345849e-06
CT,2021,8,18171.0,65.0,3605944,0.005039179754316761,1.802579296849868e-05
CT,2021,9,17273.0,271.0,3605944,0.004790146491459656,7.515369068404834e-05
CT,2021,10,12238.0,135.0,3605944,0.0033938408361305667,3.743818539611264e-05
CT,2021,11,19109.0,141.0,3605944,0.005299305812846789,3.910210474705098e-05
CT,2021,12,28623.0,95.0,3605944,0.00793772726365135,2.6345389723190378e-05
DC,2020,1,0.0,0.0,689545,0.0,0.0
DC,2020,2,0.0,0.0,689545,0.0,0.0
DC,2020,3,495.0,9.0,689545,0.0007178646788824515,1.3052085070590027e-05
DC,2020,4,3828.0,215.0,689545,0.005551486850024291,0.00031179981001965067
DC,2020,5,4478.0,242.0,689545,0.006494137438455793,0.0003509560652314207
DC,2020,6,1526.0,85.0,689545,0.0022130535353022647,0.00012326969233335025
DC,2020,7,1799.0,34.0,689545,0.0026089667824434953,4.93078769333401e-05
DC,2020,8,1866.0,22.0,689545,0.0027061323046356656,3.190509683922007e-05
DC,2020,9,1334.0,20.0,689545,0.001934609053796344,2.900463349020006e-05
DC,2020,10,1940.0,19.0,689545,0.002813449448549406,2.7554401815690056e-05
DC,2020,11,4286.0,34.0,689545,0.006215692956949873,4.93078769333401e-05
DC,2020,12,7431.0,106.0,689545,0.010776671573283832,0.00015372455749806032
DC,2021,1,7889.0,127.0,689545,0.011440877680209413,0.00018417942266277037
DC,2021,2,3726.0,104.0,689545,0.005403563219224271,0.00015082409414904032
DC,2021,3,3915.0,47.0,689545,0.005677657005706662,6.816088870197014e-05
DC,2021,4,3184.0,41.0,689545,0.004617537651639849,5.9459498654910123e-05
DC,2021,5,1234.0,27.0,689545,0.0017895858863453437,3.915625521177008e-05
DC,2021,6,382.0,9.0,689545,0.0005539884996628212,1.3052085070590027e-05
DC,2021,7,1147.0,8.0,689545,0.0016634157306629734,1.1601853396080024e-05
DC,2021,8,4708.0,11.0,689545,0.006827690723593094,1.5952548419610034e-05
DC,2021,9,5347.0,14.0,689545,0.007754388763604986,2.030324344314004e-05
DC,2021,10,3087.0,16.0,689545,0.004476865179212379,2.3203706792160048e-05
DC,2021,11,2672.0,6.0,689545,0.0038750190342907278,8.701390047060018e-06
DC,2021,12,2628.0,7.0,689545,0.0038112088406122876,1.015162172157002e-05
DE,2020,1,0.0,0.0,989948,0.0,0.0
DE,2020,2,0.0,0.0,989948,0.0,0.0
DE,2020,3,414.0,10.0,989948,0.000418203784441203,1.010154068698558e-05
DE,2020,4,4632.0,142.0,989948,0.00467903364621172,0.00014344187775519523
DE,2020,5,4705.0,217.0,989948,0.004752774893226715,0.00021920343290758707
DE,2020,6,1977.0,140.0,989948,0.001997074593817049,0.0001414215696177981
DE,2020,7,3598.0,76.0,989948,0.0036345343391774114,7.67717092210904e-05
DE,2020,8,2439.0,20.0,989948,0.002463765773555783,2.020308137397116e-05
DE,2020,9,3141.0,31.0,989948,0.0031728939297821705,3.1314776129655294e-05
DE,2020,10,4380.0,74.0,989948,0.004424474820899684,7.475140108369328e-05
DE,2020,11,11232.0,67.0,989948,0.011346050499622203,6.768032260280337e-05
DE,2020,12,22329.0,153.0,989948,0.0225557301999701,0.00015455357251087937
DE,2021,1,20976.0,160.0,989948,0.021188991745020952,0.00016162465099176928
DE,2021,2,8888.0,332.0,989948,0.008978249362592783,0.0003353711508079212
DE,2021,3,7193.0,137.0,989948,0.007266038216148727,0.00013839110741170244
DE,2021,4,9353.0,66.0,989948,0.009447971004537613,6.667016853410483e-05
DE,2021,5,3619.0,36.0,989948,0.003655747574620081,3.6365546473148086e-05
DE,2021,6,868.0,25.0,989948,0.0008768137316303483,2.525385171746395e-05
DE,2021,7,1663.0,9.0,989948,0.0016798862162457017,9.091386618287022e-06
DE,2021,8,8445.0,47.0,989948,0.008530751110159322,4.7477241228832224e-05
DE,2021,9,13111.0,74.0,989948,0.013244129994706793,7.475140108369328e-05
DE,2021,10,11235.0,137.0,989948,0.011349080961828299,0.00013839110741170244
DE,2021,11,8992.0,87.0,989948,0.009083305385737433,8.788340397677454e-05
DE,2021,12,8460.0,47.0,989948,0.0085459034211898,4.7477241228832224e-05
FL,2020,1,0.0,0.0,21538187,0.0,0.0
FL,2020,2,0.0,0.0,21538187,0.0,0.0
FL,2020,3,6514.0,177.0,21538187,0.00030243956931008166,8.217961892521408e-06
FL,2020,4,26982.0,1301.0,21538187,0.0012527516823955516,6.040434136819408e-05
FL,2020,5,21688.0,1204.0,21538187,0.0010069556922316627,5.5900712534439413e-05
FL,2020,6,101028.0,1158.0,21538187,0.004690645503263575,5.3764971025648535e-05
FL,2020,7,315367.0,5239.0,21538187,0.014642225921801125,0.00024324238618598677
FL,2020,8,148783.0,5186.0,21538187,0.006907870193531145,0.0002407816405345538
FL,2020,9,77638.0,2271.0,21538187,0.0036046673752066502,0.00010544062970574079
FL,2020,10,98402.0,1573.0,21538187,0.004568722520609557,7.303307376800099e-05
FL,2020,11,193278.0,1955.0,21538187,0.008973735811653972,9.076901412361216e-05
FL,2020,12,328582.0,3489.0,21538187,0.015255787313946155,0.00016199135052546437
FL,2021,1,374352.0,5474.0,21538187,0.017380850115193077,0.0002541532395461141
FL,2021,2,179425.0,3451.0,21538187,0.008330552613365275,0.00016022704232255018
FL,2021,3,151470.0,1946.0,21538187,0.007032625355142473,9.03511516545009e-05
FL,2021,4,170852.0,1580.0,21538187,0.007932515396955185,7.335807791064308e-05
FL,2021,5,87127.0,1428.0,21538187,0.00404523370513962,6.630084509898627e-05
FL,2021,6,52516.0,899.0,21538187,0.0024382739364274255,4.173981774789122e-05
FL,2021,7,291036.0,2072.0,21538187,0.013512557951140456,9.620122622205852e-05
FL,2021,8,637935.0,10041.0,21538187,0.02961878824805449,0.00046619522803846027
FL,2021,9,307041.0,8120.0,21538187,0.014255656708709976,0.0003770048054648239
FL,2021,10,77111.0,2607.0,21538187,0.0035801992061820246,0.00012104082855256108
FL,2021,11,45333.0,821.0,21538187,0.0021047732569134067,3.8118343015593655e-05
FL,2021,12,31813.0,82.0,21538187,0.001477050969981828,3.807191385235907e-06
GA,2020,1,0.0,0.0,10711908,0.0,0.0
GA,2020,2,2.0,0.0,10711908,1.867081009284247e-07,0.0
GA,2020,3,4234.0,130.0,10711908,0.00039526104966547507,1.2136026560347606e-05
GA,2020,4,21005.0,981.0,10711908,0.0019609018300007805,9.158032350539232e-05
GA,2020,5,20371.0,941.0,10711908,0.0019017153620064697,8.784616148682382e-05
GA,2020,6,36065.0,753.0,10711908,0.0033668138299918185,7.02955999995519e-05
GA,2020,7,109057.0,947.0,10711908,0.010180912681475607,8.84062857896091e-05
GA,2020,8,90035.0,1881.0,10711908,0.008405131933545359,0.00017559896892318342
GA,2020,9,54948.0,1388.0,10711908,0.005129618364907541,0.00012957542204432675
GA,2020,10,53276.0,958.0,10711908,0.0049735303925313775,8.943318034471543e-05
GA,2020,11,82570.0,1007.0,10711908,0.007708243946830014,9.400752881746184e-05
GA,2020,12,194889.0,1482.0,10711908,0.01819367754091988,0.0001383507027879627
GA,2021,1,242993.0,3264.0,10711908,0.022684380784450352,0.00030470762071518914
GA,2021,2,97076.0,3097.0,10711908,0.009062437802863877,0.0002891174942876657
GA,2021,3,53027.0,1760.0,10711908,0.004950285233965788,0.00016430312881701373
GA,2021,4,40639.0,1135.0,10711908,0.003793815256815126,0.00010595684727688102
GA,2021,5,23654.0,647.0,10711908,0.002208196709680479,6.0400070650345394e-05
GA,2021,6,10732.0,586.0,10711908,0.001001875669581927,5.470547357202844e-05
GA,2021,7,48705.0,260.0,10711908,0.004546809027859463,2.427205312069521e-05
GA,2021,8,220304.0,1057.0,10711908,0.020566270733467836,9.867523134067246e-05
GA,2021,9,175134.0,3344.0,10711908,0.016349468273999367,0.0003121759447523261
GA,2021,10,55377.0,2981.0,10711908,0.0051696672525566876,0.000278288424433817
GA,2021,11,30363.0,1445.0,10711908,0.0028345090342448797,0.00013489660292078685
GA,2021,12,19220.0,372.0,10711908,0.0017942648499221614,3.4727706772686995e-05
HI,2020,1,0.0,0.0,1455271,0.0,0.0
HI,2020,2,0.0,0.0,1455271,0.0,0.0
HI,2020,3,283.0,1.0,1455271,0.00019446549817868974,6.871572373805291e-07
HI,2020,4,324.0,15.0,1455271,0.00022263894491129143,1.0307358560707938e-05
HI,2020,5,37.0,1.0,1455271,2.542481778307958e-05,6.871572373805291e-07
HI,2020,6,264.0,1.0,1455271,0.0001814095106684597,6.871572373805291e-07
HI,2020,7,1264.0,8.0,1455271,0.0008685667480489888,5.497257899044233e-06
HI,2020,8,6450.0,44.0,1455271,0.0044321641811044124,3.0234918444743282e-05
HI,2020,9,3858.0,66.0,1455271,0.0026510526218140812,4.535237766711492e-05
HI,2020,10,2515.0,82.0,1455271,0.0017282004520120307,5.634689346520339e-05
HI,2020,11,2713.0,24.0,1455271,0.0018642575850133754,1.64917736971327e-05
HI,2020,12,3318.0,44.0,1455271,0.0022799877136285957,3.0234918444743282e-05
HI,2021,1,4176.0,121.0,1455271,0.0028695686233010894,8.314602572304402e-05
HI,2021,2,1687.0,29.0,1455271,0.0011592342594609526,1.9927559884035344e-05
HI,2021,3,2306.0,24.0,1455271,0.0015845845893995001,1.64917736971327e-05
HI,2021,4,2915.0,20.0,1455271,0.0020030633469642423,1.3743144747610582e-05
HI,2021,5,2341.0,17.0,1455271,0.0016086350927078186,1.1681673035468995e-05
HI,2021,6,1356.0,17.0,1455271,0.0009317852138879975,1.1681673035468995e-05
HI,2021,7,4252.0,20.0,1455271,0.00292179257334201,1.3743144747610582e-05
HI,2021,8,20710.0,52.0,1455271,0.014231026386150758,3.5732176343787516e-05
HI,2021,9,15431.0,191.0,1455271,0.010603523330018945,0.00013124703233968106
HI,2021,10,4802.0,131.0,1455271,0.003299729053901301,9.001759809684931e-05
HI,2021,11,3174.0,99.0,1455271,0.0021810370714457996,6.802856650067239e-05
HI,2021,12,1819.0,40.0,1455271,0.0012499390147951825,2.7486289495221165e-05
IA,2020,1,0.0,0.0,3190369,0.0,0.0
IA,2020,2,0.0,0.0,3190369,0.0,0.0
IA,2020,3,497.0,7.0,3190369,0.00015578135319143334,2.194103566076526e-06
IA,2020,4,6648.0,155.0,3190369,0.002083771501039535,4.858372182026593e-05
IA,2020,5,12407.0,372.0,3190369,0.003888891849187351,0.00011660093236863823
IA,2020,6,9395.0,180.0,3190369,0.0029448004290412804,5.641980598482495e-05
IA,2020,7,15635.0,153.0,3190369,0.004900687036515212,4.795683508710121e-05
IA,2020,8,20241.0,249.0,3190369,0.006344407182993566,7.804739827900786e-05
IA,2020,9,24007.0,230.0,3190369,0.0075248349015427365,7.2091974313943e-05
IA,2020,10,39136.0,370.0,3190369,0.012266919594567275,0.00011597404563547352
IA,2020,11,101482.0,687.0,3190369,0.03180885972751114,0.00021533559284208191
IA,2020,12,51221.0,1488.0,3190369,0.016054882679715107,0.0004664037294745529
IA,2021,1,38578.0,1010.0,3190369,0.012092018196014317,0.00031657780024818447
IA,2021,2,17082.0,570.0,3190369,0.005354239587959888,0.00017866271895194567
IA,2021,3,14670.0,272.0,3190369,0.0045982141877632336,8.525659571040215e-05
IA,2021,4,13843.0,207.0,3190369,0.0043389965235996215,6.48827768825487e-05
IA,2021,5,6582.0,105.0,3190369,0.0020630842388450993,3.291155349114789e-05
IA,2021,6,2437.0,83.0,3190369,0.0007638614843612134,2.601579942633595e-05
IA,2021,7,6373.0,45.0,3190369,0.0019975745752293856,1.4104951496206238e-05
IA,2021,8,26334.0,85.0,3190369,0.00825421761557989,2.664268615950067e-05
IA,2021,9,47250.0,295.0,3190369,0.01481019907101655,9.246579314179645e-05
IA,2021,10,32314.0,402.0,3190369,0.010128608947742408,0.00012600423336610905
IA,2021,11,42089.0,480.0,3190369,0.013192517856084985,0.0001504528159595332
IA,2021,12,24677.0,235.0,3190369,0.007734841957152919,7.36591911468548e-05
ID,2020,1,0.0,0.0,1839106,0.0,0.0
ID,2020,2,0.0,0.0,1839106,0.0,0.0
ID,2020,3,525.0,9.0,1839106,0.0002854647856077899,4.8936820389906835e-06
ID,2020,4,1490.0,54.0,1839106,0.0008101762486773465,2.9362092233944103e-05
ID,2020,5,824.0,19.0,1839106,0.00044804377779203593,1.0331106526758109e-05
ID,2020,6,3278.0,10.0,1839106,0.0017823877470901624,5.4374244877674265e-06
ID,2020,7,14604.0,97.0,1839106,0.007940814721935549,5.274301753134403e-05
ID,2020,8,11367.0,172.0,1839106,0.006180720415245233,9.352370118959973e-05
ID,2020,9,9960.0,108.0,1839106,0.005415674789816356,5.8724184467888205e-05
ID,2020,10,22560.0,160.0,1839106,0.012266829644403314,8.699879180427882e-05
ID,2020,11,37090.0,300.0,1839106,0.020167407425129385,0.0001631227346330228
ID,2020,12,39379.0,507.0,1839106,0.021412033890379347,0.0002756774215298085
ID,2021,1,21606.0,289.0,1839106,0.011748099348270301,0.0001571415676964786
ID,2021,2,8457.0,135.0,1839106,0.004598429889304912,7.340523058486025e-05
ID,2021,3,9396.0,102.0,1839106,0.005109004048706274,5.5461729775227746e-05
ID,2021,4,7120.0,84.0,1839106,0.0038714462352904076,4.567436569724638e-05
ID,2021,5,4422.0,44.0,1839106,0.002404429108490756,2.3924667746176674e-05
ID,2021,6,2920.0,62.0,1839106,0.0015877279504280884,3.371203182415804e-05
ID,2021,7,5775.0,47.0,1839106,0.0031401126416856886,2.5555895092506904e-05
ID,2021,8,20616.0,164.0,1839106,0.011209794323981326,8.917376159938579e-05
ID,2021,9,35933.0,544.0,1839106,0.01953829741189469,0.000295795892134548
ID,2021,10,33994.0,631.0,1839106,0.018483980803716587,0.00034310148517812457
ID,2021,11,15529.0,391.0,1839106,0.008443776487054036,0.00021260329747170635
ID,2021,12,5746.0,120.0,1839106,0.003124344110671163,6.524909385320911e-05
IL,2020,1,2.0,0.0,12812508,1.5609746350987644e-07,0.0
IL,2020,2,0.0,0.0,12812508,0.0,0.0
IL,2020,3,5992.0,99.0,12812508,0.0004676680006755898,7.726824443738885e-06
IL,2020,4,46924.0,2256.0,12812508,0.0036623586888687213,0.00017607793883914064
IL,2020,5,67342.0,3035.0,12812508,0.00525595769384105,0.0002368779008762375
IL,2020,6,23978.0,1734.0,12812508,0.0018714524900199088,0.00013533650086306286
IL,2020,7,35880.0,568.0,12812508,0.0028003884953671835,4.433167963680491e-05
IL,2020,8,56607.0,543.0,12812508,0.004418104558451788,4.238046134293145e-05
IL,2020,9,59038.0,681.0,12812508,0.004607841025348043,5.315118632511293e-05
IL,2020,10,120796.0,1124.0,12812508,0.009427974601069517,8.772677449255056e-05
IL,2020,11,309745.0,2945.0,12812508,0.02417520441743334,0.00022985351501829306
IL,2020,12,237085.0,4993.0,12812508,0.018504183568119528,0.00038969731765240654
IL,2021,1,162912.0,3275.0,12812508,0.012715074987660495,0.00025560959649742265
IL,2021,2,60395.0,1482.0,12812508,0.004713753154339494,0.00011566822046081844
IL,2021,3,57889.0,844.0,12812508,0.004518163032561619,6.587312960116786e-05
IL,2021,4,90470.0,712.0,12812508,0.007061068761869261,5.5570697009516014e-05
IL,2021,5,47131.0,932.0,12812508,0.003678514776341993,7.274141799560242e-05
IL,2021,6,9553.0,451.0,12812508,0.0007455995344549249,3.519997802147714e-05
IL,2021,7,29741.0,246.0,12812508,0.0023212473311236175,1.9199988011714804e-05
IL,2021,8,101462.0,580.0,12812508,0.007918980421319543,4.526826441786417e-05
IL,2021,9,104566.0,1165.0,12812508,0.00816124368468687,9.092677249450303e-05
IL,2021,10,68016.0,955.0,12812508,0.005308562539043878,7.4536538825966e-05
IL,2021,11,114351.0,756.0,12812508,0.00892495052490894,5.90048412067333e-05
IL,2021,12,101774.0,609.0,12812508,0.007943331625627083,4.753167763875738e-05
IN,2020,1,0.0,0.0,6785528,0.0,0.0
IN,2020,2,0.0,0.0,6785528,0.0,0.0
IN,2020,3,2159.0,50.0,6785528,0.00031817715585286805,7.368623340733396e-06
IN,2020,4,15676.0,1055.0,6785528,0.0023102107897867343,0.00015547795248947466
IN,2020,5,16739.0,1016.0,6785528,0.0024668677220107266,0.0001497304262837026
IN,2020,6,11020.0,505.0,6785528,0.0016240445842976405,7.44230957414073e-05
IN,2020,7,20560.0,320.0,6785528,0.0030299779177095725,4.715918938069374e-05
IN,2020,8,28042.0,332.0,6785528,0.004132618714416918,4.892765898246975e-05
IN,2020,9,25823.0,345.0,6785528,0.00380559921055517,5.084350105106043e-05
IN,2020,10,59339.0,693.0,6785528,0.00874493480831558,0.00010212911950256486
IN,2020,11,159628.0,1386.0,6785528,0.023524772132691812,0.00020425823900512973
IN,2020,12,172712.0,2534.0,6785528,0.025452993488494925,0.0003734418309083685
IN,2021,1,115569.0,2813.0,6785528,0.017031688617304357,0.00041455874914966086
IN,2021,2,35331.0,1489.0,6785528,0.005206816625029032,0.00021943760308704055
IN,2021,3,25339.0,474.0,6785528,0.0037342709366168705,6.98545492701526e-05
IN,2021,4,32488.0,293.0,6785528,0.004787836701874932,4.31801327766977e-05
IN,2021,5,23723.0,296.0,6785528,0.0034961170302443673,4.36222501771417e-05
IN,2021,6,9779.0,239.0,6785528,0.0014411553529806375,3.5222019568705633e-05
IN,2021,7,18304.0,164.0,6785528,0.0026975056325756817,2.4169084557605538e-05
IN,2021,8,86335.0,480.0,6785528,0.012723401922444356,7.07387840710406e-05
IN,2021,9,104242.0,1165.0,6785528,0.015362400685694614,0.00017168892383908813
IN,2021,10,55830.0,1080.0,6785528,0.00822780482226291,0.00015916226415984135
IN,2021,11,82547.0,828.0,6785528,0.012165155018150393,0.00012202440252254504
IN,2021,12,65098.0,619.0,6785528,0.009593652844701253,9.122355695827944e-05
KS,2020,1,0.0,0.0,2937880,0.0,0.0
KS,2020,2,0.0,0.0,2937880,0.0,0.0
KS,2020,3,428.0,9.0,2937880,0.0001456832818222664,3.0634334962626113e-06
KS,2020,4,3810.0,120.0,2937880,0.0012968535134178388,4.084577995016815e-05
KS,2020,5,5481.0,79.0,2937880,0.0018656309992239302,2.689013846719403e-05
KS,2020,6,4724.0,62.0,2937880,0.0016079622040382862,2.1103652974253543e-05
KS,2020,7,13369.0,88.0,2937880,0.004550560267948317,2.995357196345664e-05
KS,2020,8,14800.0,88.0,2937880,0.0050376461938540715,2.995357196345664e-05
KS,2020,9,17137.0,232.0,2937880,0.005833117758383596,7.896850790365841e-05
KS,2020,10,25432.0,351.0,2937880,0.008656582297438969,0.00011947390635424183
KS,2020,11,72265.0,531.0,2937880,0.024597669067490845,0.00018074257627949405
